index	video_path	video	question_id	question	answer	options	correct_answer_index	category
0648	colleague/video_145.mp4	colleague/video_145	0648-3	Why does the character start punching after taking off the headphones?	To escape the situation.	A. To express his anger., B. To escape the situation., C. To get attention from others., D. To prove his strength., E. To feel the music more intensely.	B	Intent Inference
0648	colleague/video_145.mp4	colleague/video_145	0648-4	Which kind of relationship plays a dominant role in this video?	colleague	A. colleagues, B. sibling, C. colleague, D. friends, E. boss-employee, F. coach-player, G. transactional, H. grandparent-child, I. couple, J. teacher-student, K. service, L. caregiver-recipient, M. sports teammates, N. parent-child	C	Relation Inference
0649	colleague/video_135.mp4	colleague/video_135	0649-1	Why do the people at the end of the video form a circle and put their hands in?	To promote team work.	A. To showcase their individual skills., B. To promote team work., C. To create a sense of competition., D. To celebrate a personal achievement., E. To demonstrate their artistic abilities.	B	Intent Inference
0649	colleague/video_135.mp4	colleague/video_135	0649-2	What will the group do after they have their hands in the middle of the circle?	They will begin to clap and cheer.	A. They will sit down and start talking., B. They will quickly disperse in different directions., C. They will hold a moment of silence together., D. They will begin to play a game of charades., E. They will begin to clap and cheer.	E	Factual Prediction
0650	colleague/video_115.mp4	colleague/video_115	0650-1	Why is the man celebrating in the office?	A deal closed successfully.	A. A new coffee machine was installed., B. The office is being relocated., C. A deal closed successfully., D. A team member is leaving for a new job., E. The annual company picnic is announced.	C	Intent Inference
0650	colleague/video_115.mp4	colleague/video_115	0650-2	What will happen after they leave the room?	They will share the news with their colleagues.	A. They will go out for lunch together., B. They will sit quietly in the hallway., C. They will share the news with their colleagues., D. They will discuss their plans for the weekend., E. They will return to their previous meeting.	C	Factual Prediction
0650	colleague/video_115.mp4	colleague/video_115	0650-3	Why do women initially cover their mouths with their hands?	To express surprise.	A. To hide their smile., B. To think more clearly., C. To express surprise., D. To signal discomfort., E. To protect themselves from germs.	C	Intent Inference
0651	colleague/video_13.mp4	colleague/video_13	0651-1	Why do the group use balloons as props?	To represent the 'party' aspect of not working.	A. To signify the burden of responsibilities., B. To represent the 'party' aspect of not working., C. To demonstrate the importance of environmental awareness., D. To emphasize a theme of teamwork and collaboration., E. To portray a sense of urgency in their discussions.	B	Intent Inference
0651	colleague/video_13.mp4	colleague/video_13	0651-2	Which kind of relationship plays a dominant role in this video?	colleague	A. parent-child, B. sibling, C. sports teammates, D. caregiver-recipient, E. teacher-student, F. transactional, G. friends, H. couple, I. colleague, J. service, K. boss-employee, L. coach-player, M. colleagues, N. grandparent-child	I	Relation Inference
0652	colleague/video_121.mp4	colleague/video_121	0652-1	Why might the video highlight the need for two people to operate the printer?	The printer requires two people to operate, contrary to the manager’s statement.	A. The printer requires two people to operate, contrary to the manager’s statement., B. The video focuses on the printer's advanced features, which can be controlled by one person., C. Whether the printer needs two operators is irrelevant to the overall discussion in the video., D. The printer's efficiency improves significantly when only one person is in charge., E. There are various models of printers, each with unique requirements that the video addresses.	A	Intent Inference
0652	colleague/video_121.mp4	colleague/video_121	0652-2	What will the men probably do after they finish making the copies?	They will return to their desks.	A. They will go to lunch., B. They will attend a meeting., C. They will file the documents away., D. They will return to their desks., E. They will leave for the day.	D	Factual Prediction
0652	colleague/video_121.mp4	colleague/video_121	0652-3	Which kind of relationship plays a dominant role in this video?	colleague	A. coach-player, B. friends, C. classmates, D. sports teammates, E. parent-child, F. colleague, G. teacher-student, H. transactional, I. colleagues, J. service, K. sibling, L. boss-employee, M. caregiver-recipient, N. grandparent-child	F	Relation Inference
0653	colleague/video_123.mp4	colleague/video_123	0653-1	If the music was more serious, how would the performance change?	It would be less energetic.	A. It would feature more laughter., B. It might include more dance movements., C. It would be louder and more vibrant., D. It would likely include more improvisation., E. It would be less energetic.	E	Counterfactual Prediction
0653	colleague/video_123.mp4	colleague/video_123	0653-2	Do people like this type of synthetic video?	Some like it while others do not.	A. Everyone enjoys this type of synthetic video., B. No one cares for this type of synthetic video., C. Only a few people find this type of synthetic video entertaining., D. Some like it while others do not., E. Most people have mixed feelings about this type of synthetic video.	D	Emotion Inference
0653	colleague/video_123.mp4	colleague/video_123	0653-3	Which kind of relationship plays a dominant role in this video?	colleague	A. teacher-student, B. sibling, C. grandparent-child, D. boss-employee, E. caregiver-recipient, F. colleagues, G. coach-player, H. parent-child, I. couple, J. colleague, K. service, L. classmates, M. sports teammates, N. transactional	J	Relation Inference
0654	colleague/video_63.mp4	colleague/video_63	0654-1	How would the dancing change if they disliked each other?	They would not dance together.	A. They would not dance together., B. They would dance aggressively apart., C. They would ignore each other completely., D. They would leave the dance floor entirely., E. They would compete against each other instead.	A	Counterfactual Prediction
0654	colleague/video_63.mp4	colleague/video_63	0654-2	Which kind of relationship plays a dominant role in this video?	colleague	A. caregiver-recipient, B. boss-employee, C. grandparent-child, D. couple, E. parent-child, F. transactional, G. teacher-student, H. colleagues, I. coach-player, J. friends, K. service, L. sibling, M. classmates, N. colleague	N	Relation Inference
0655	colleague/video_64.mp4	colleague/video_64	0655-1	Why might the employees be using beauty products during work hours?	The company promotes beauty products, so they might be testing or using them to promote their brand.	A. The employees often have client meetings where they need to appear polished and professional., B. There is a company policy that encourages healthy habits, including skincare routines., C. The employees have a break room where they can relax and rejuvenate with different beauty treatments., D. Some employees might be attending a training session focused on personal grooming and self-care., E. The company promotes beauty products, so they might be testing or using them to promote their brand.	E	Intent Inference
